Class,Family,Genus,Species,BodyMass,Invader_NZ
Mammal,Ptilocercidae,Ptilocercus,lowii,41.88,0
Mammal,Cynocephalidae,Cynocephalus,volans,1250,0
Mammal,Cynocephalidae,Galeopterus,variegates,1112.2,0
Mammal,Cheirogaleidae,Allocebus,trichotis,77.5,0
Mammal,Cheirogaleidae,Cheirogaleus,crossleyi,285.39,0
Mammal,Cheirogaleidae,Cheirogaleus,major,450,0
Mammal,Cheirogaleidae,Cheirogaleus,medius,181,0
Mammal,Cheirogaleidae,Cheirogaleus,minusculus,285.39,0
Mammal,Cheirogaleidae,Cheirogaleus,ravus,285.39,0
Mammal,Cheirogaleidae,Cheirogaleus,sibreei,285.39,0
Mammal,Cheirogaleidae,Cheirogaleus,adipicaudatus,285.39,0
Mammal,Cheirogaleidae,Microcebus,murinus,69,0
Mammal,Cheirogaleidae,Microcebus,tavaratra,68.01,0
Mammal,Cheirogaleidae,Microcebus,sambiranensis,49.06,0
Mammal,Cheirogaleidae,Microcebus,rufus,42.5,0
Mammal,Cheirogaleidae,Microcebus,griseorufus,70.24,0
Mammal,Cheirogaleidae,Microcebus,berthae,33.45,0
Mammal,Cheirogaleidae,Microcebus,myoxinus,30,0
Mammal,Cheirogaleidae,Microcebus,ravelobensis,55,0
Mammal,Cheirogaleidae,Mirza,coquereli,308,0
Mammal,Cheirogaleidae,Phaner,electromontis,425,0
Mammal,Cheirogaleidae,Phaner,furcifer,400,0
Mammal,Cheirogaleidae,Phaner,pallescens,425,0
Mammal,Cheirogaleidae,Phaner,parienti,425,0
Mammal,Lemuridae,Eulemur,albocollaris,2397.37,0
Mammal,Lemuridae,Eulemur,sanfordi,2394.03,0
Mammal,Lemuridae,Eulemur,rufus,2394.62,0
Mammal,Lemuridae,Eulemur,rubriventer,1400,0
Mammal,Lemuridae,Eulemur,mongoz,1600,0
Mammal,Lemuridae,Eulemur,macaco,2040,0
Mammal,Lemuridae,Eulemur,fulvus,3150,0
Mammal,Lemuridae,Eulemur,coronatus,1650,0
Mammal,Lemuridae,Eulemur,cinereiceps,2114.06,0
Mammal,Lemuridae,Eulemur,albifrons,2300,0
Mammal,Lemuridae,Eulemur,collaris,2375,0
Mammal,Lemuridae,Hapalemur,alaotrensis,1616.83,0
Mammal,Lemuridae,Hapalemur,occidentalis,750,0
Mammal,Lemuridae,Hapalemur,griseus,1400,0
Mammal,Lemuridae,Hapalemur,aureus,1575,0
Mammal,Lemuridae,Lemur,catta,2900,0
Mammal,Lemuridae,Prolemur,simus,2030.41,0
Mammal,Lemuridae,Varecia,rubra,3872.6,0
Mammal,Lemuridae,Varecia,variegata,3850,0
Mammal,Lepilemuridae,Lepilemur,leucopus,650,0
Mammal,Lepilemuridae,Lepilemur,septentrionalis,750,0
Mammal,Lepilemuridae,Lepilemur,ruficaudatus,700,0
Mammal,Lepilemuridae,Lepilemur,microdon,900,0
Mammal,Lepilemuridae,Lepilemur,edwardsi,700,0
Mammal,Lepilemuridae,Lepilemur,dorsalis,500,0
Mammal,Lepilemuridae,Lepilemur,ankaranensis,700.89,0
Mammal,Lepilemuridae,Lepilemur,mustelinus,773,0
Mammal,Indriidae,Avahi,laniger,900,0
Mammal,Indriidae,Avahi,occidentalis,800,0
Mammal,Indriidae,Avahi,unicolor,848.53,0
Mammal,Indriidae,Indri,indri,8000,0
Mammal,Indriidae,Propithecus,edwardsi,6573.27,0
Mammal,Indriidae,Propithecus,verreauxi,3480,0
Mammal,Indriidae,Propithecus,perrieri,5250,0
Mammal,Indriidae,Propithecus,deckenii,4000,0
Mammal,Indriidae,Propithecus,coquereli,4189.27,0
Mammal,Indriidae,Propithecus,tattersalli,3500,0
Mammal,Indriidae,Propithecus,diadema,7500,0
Mammal,Daubentoniidae,Daubentonia,madagascariensis,2500,0
Mammal,Lorisidae,Arctocebus,aureus,235,0
Mammal,Lorisidae,Arctocebus,calabarensis,210,0
Mammal,Lorisidae,Loris,lydekkerianus,254.06,0
Mammal,Lorisidae,Loris,tardigradus,227.67,0
Mammal,Lorisidae,Nycticebus,coucang,803.5,0
Mammal,Lorisidae,Nycticebus,pygmaeus,900,0
Mammal,Lorisidae,Nycticebus,bengalensis,1137.36,0
Mammal,Lorisidae,Perodicticus,potto,1099.99,0
Mammal,Lorisidae,Pseudopotto,martini,474.8,0
Mammal,Galagidae,Euoticus,elegantulus,300,0
Mammal,Galagidae,Euoticus,pallidus,230,0
Mammal,Galagidae,Galago,gabonensis,165.68,0
Mammal,Galagidae,Galago,thomasi,117.35,0
Mammal,Galagidae,Galago,senegalensis,227.67,0
Mammal,Galagidae,Galago,rondoensis,165.68,0
Mammal,Galagidae,Galago,nyasae,165.68,0
Mammal,Galagidae,Galago,orinus,165.68,0
Mammal,Galagidae,Galago,zanzibaricus,147.35,0
Mammal,Galagidae,Galago,matschiei,210,0
Mammal,Galagidae,Galago,granti,165.68,0
Mammal,Galagidae,Galago,alleni,260,0
Mammal,Galagidae,Galago,cameronensis,165.68,0
Mammal,Galagidae,Galago,gallarum,250,0
Mammal,Galagidae,Galago,moholi,160,0
Mammal,Galagidae,Galago,demidoff,66.04,0
Mammal,Galagidae,Otolemur,monteiri,1577.16,0
Mammal,Galagidae,Otolemur,garnettii,760,0
Mammal,Galagidae,Otolemur,crassicaudatus,1500,0
Mammal,Cebidae,Saguinus,niger,462.13,0
Mammal,Cebidae,Saguinus,midas,540,0
Mammal,Cebidae,Saguinus,mystax,618,0
Mammal,Cebidae,Saguinus,pileatus,462.13,0
Mammal,Cebidae,Saguinus,nigricollis,462,0
Mammal,Cebidae,Saguinus,bicolor,465,0
Mammal,Cebidae,Saguinus,fuscicollis,387,0
Mammal,Cebidae,Saguinus,leucopus,440,0
Mammal,Cebidae,Saguinus,tripartitus,393.5,0
Mammal,Cebidae,Saguinus,geoffroyi,486.5,0
Mammal,Cebidae,Saguinus,oedipus,430,0
Mammal,Cebidae,Saguinus,martinsi,462.13,0
Mammal,Cebidae,Saguinus,labiatus,575,0
Mammal,Cebidae,Saguinus,inustus,410.5,0
Mammal,Cebidae,Saguinus,imperator,400,0
Mammal,Cebidae,Saguinus,graellsi,462.13,0
Mammal,Cebidae,Saguinus,melanoleucus,462.13,0
Mammal,Cebidae,Callimico,goeldii,480,0
Mammal,Cebidae,Callithrix,flaviceps,342,0
Mammal,Cebidae,Callithrix,kuhlii,342,0
Mammal,Cebidae,Callithrix,geoffroyi,342,0
Mammal,Cebidae,Callithrix,aurita,342,0
Mammal,Cebidae,Callithrix,penicillata,342,0
Mammal,Cebidae,Callithrix,jacchus,292,0
Mammal,Cebidae,Callithrix,nigriceps,401.12,0
Mammal,Cebidae,Callithrix,intermedia,335.61,0
Mammal,Cebidae,Callithrix,leucippe,335.61,0
Mammal,Cebidae,Callithrix,manicorensis,335.61,0
Mammal,Cebidae,Callithrix,marcai,335.61,0
Mammal,Cebidae,Callithrix,melanura,335.61,0
Mammal,Cebidae,Callithrix,humeralifera,374.99,0
Mammal,Cebidae,Callithrix,saterei,441.25,0
Mammal,Cebidae,Callithrix,mauesi,443.79,0
Mammal,Cebidae,Callithrix,emiliae,309.58,0
Mammal,Cebidae,Callithrix,chrysoleuca,335.61,0
Mammal,Cebidae,Callithrix,argentata,440,0
Mammal,Cebidae,Callithrix,acariensis,335.61,0
Mammal,Cebidae,Callithrix,pygmaea,125,0
Mammal,Cebidae,Callithrix,humilis,335.61,0
Mammal,Cebidae,Leontopithecus,rosalia,535.5,0
Mammal,Cebidae,Leontopithecus,chrysopygus,700,0
Mammal,Cebidae,Leontopithecus,chrysomelas,572.8,0
Mammal,Cebidae,Leontopithecus,caissara,572,0
Mammal,Cebidae,Cebus,apella,2500,0
Mammal,Cebidae,Cebus,capucinus,2733.32,0
Mammal,Cebidae,Cebus,kaapori,3000,0
Mammal,Cebidae,Cebus,nigritus,2687.21,0
Mammal,Cebidae,Cebus,olivaceus,2599.98,0
Mammal,Cebidae,Cebus,xanthosternos,2687.21,0
Mammal,Cebidae,Cebus,albifrons,2629,0
Mammal,Cebidae,Cebus,libidinosus,2687.21,0
Mammal,Cebidae,Saimiri,boliviensis,615.01,0
Mammal,Cebidae,Saimiri,oerstedii,278.5,0
Mammal,Cebidae,Saimiri,sciureus,743.24,0
Mammal,Cebidae,Saimiri,ustus,1000,0
Mammal,Cebidae,Saimiri,vanzolinii,769.61,0
Mammal,Atelidae,Ateles,paniscus,7900.05,0
Mammal,Atelidae,Ateles,geoffroyi,5284.94,0
Mammal,Atelidae,Ateles,hybridus,6394.85,0
Mammal,Atelidae,Ateles,fusciceps,9100,0
Mammal,Atelidae,Ateles,marginatus,5999.98,0
Mammal,Atelidae,Ateles,chamek,5999.98,0
Mammal,Atelidae,Ateles,belzebuth,5000,0
Mammal,Atelidae,Brachyteles,hypoxanthus,13499.88,0
Mammal,Atelidae,Brachyteles,arachnoides,13499.88,0
Mammal,Atelidae,Lagothrix,lagotricha,6299.99,0
Mammal,Atelidae,Lagothrix,lugens,6,0
Mammal,Atelidae,Lagothrix,poeppigii,62.31,0
Mammal,Atelidae,Lagothrix,cana,6.4,0
Mammal,Atelidae,Oreonax,flavicauda,8229.12,0
Mammal,Atelidae,Alouatta,seniculus,6145.54,0
Mammal,Atelidae,Alouatta,guariba,5188.33,0
Mammal,Atelidae,Alouatta,belzebul,6400,0
Mammal,Atelidae,Alouatta,caraya,5862.46,0
Mammal,Atelidae,Alouatta,coibensis,6320.06,0
Mammal,Atelidae,Alouatta,macconnelli,6320.06,0
Mammal,Atelidae,Alouatta,nigerrima,6320.06,0
Mammal,Atelidae,Alouatta,palliata,7274.95,0
Mammal,Atelidae,Alouatta,sara,6611.04,0
Mammal,Atelidae,Alouatta,pigra,7000.03,0
Mammal,Aotidae,Aotus,nigriceps,1060.01,0
Mammal,Aotidae,Aotus,miconax,800,0
Mammal,Aotidae,Aotus,azarae,929.57,0
Mammal,Aotidae,Aotus,vociferans,872.99,0
Mammal,Aotidae,Aotus,lemurinus,872.99,0
Mammal,Aotidae,Aotus,nancymaae,788.01,0
Mammal,Aotidae,Aotus,trivirgatus,899.99,0
Mammal,Aotidae,Aotus,hershkovitzi,800,0
Mammal,Pitheciidae,Callicebus,ornatus,1170.5,0
Mammal,Pitheciidae,Callicebus,caligatus,992.41,0
Mammal,Pitheciidae,Callicebus,baptista,1011.32,0
Mammal,Pitheciidae,Callicebus,brunneus,992.41,0
Mammal,Pitheciidae,Callicebus,bernhardi,950,0
Mammal,Pitheciidae,Callicebus,coimbrai,1011.32,0
Mammal,Pitheciidae,Callicebus,barbarabrownae,1011.32,0
Mammal,Pitheciidae,Callicebus,stephennashi,690,0
Mammal,Pitheciidae,Callicebus,cinerascens,992.41,0
Mammal,Pitheciidae,Callicebus,pallescens,800,0
Mammal,Pitheciidae,Callicebus,olallae,992.41,0
Mammal,Pitheciidae,Callicebus,oenanthe,992.41,0
Mammal,Pitheciidae,Callicebus,nigrifrons,1011.32,0
Mammal,Pitheciidae,Callicebus,dubius,992.41,0
Mammal,Pitheciidae,Callicebus,hoffmannsi,992.41,0
Mammal,Pitheciidae,Callicebus,personatus,1349.99,0
Mammal,Pitheciidae,Callicebus,donacophilus,795.01,0
Mammal,Pitheciidae,Callicebus,discolor,1005,0
Mammal,Pitheciidae,Callicebus,melanochir,1370,0
Mammal,Pitheciidae,Callicebus,modestus,992.41,0
Mammal,Pitheciidae,Callicebus,cupreus,915,0
Mammal,Pitheciidae,Callicebus,moloch,854.73,0
Mammal,Pitheciidae,Callicebus,regulus,1011.32,0
Mammal,Pitheciidae,Callicebus,torquatus,1050,0
Mammal,Pitheciidae,Callicebus,purinus,1011.32,0
Mammal,Pitheciidae,Callicebus,lugens,1011.32,0
Mammal,Pitheciidae,Callicebus,lucifer,1500,0
Mammal,Pitheciidae,Callicebus,medemi,1205,0
Mammal,Pitheciidae,Cacajao,calvus,5796.02,0
Mammal,Pitheciidae,Cacajao,melanocephalus,3100,0
Mammal,Pitheciidae,Chiropotes,chiropotes,2949.58,0
Mammal,Pitheciidae,Chiropotes,albinasus,2900.01,0
Mammal,Pitheciidae,Chiropotes,utahickae,2949.58,0
Mammal,Pitheciidae,Chiropotes,israelita,2949.58,0
Mammal,Pitheciidae,Chiropotes,satanas,2999.99,0
Mammal,Pitheciidae,Pithecia,pithecia,1375.5,0
Mammal,Pitheciidae,Pithecia,irrorata,2240.99,0
Mammal,Pitheciidae,Pithecia,albicans,2800.01,0
Mammal,Pitheciidae,Pithecia,aequatorialis,2249.99,0
Mammal,Pitheciidae,Pithecia,monachus,1537.52,0
Mammal,Cercopithecidae,Allenopithecus,nigroviridis,4749.96,0
Mammal,Cercopithecidae,Macaca,leonina,5786.96,0
Mammal,Cercopithecidae,Macaca,maura,7300,0
Mammal,Cercopithecidae,Macaca,mulatta,3713,0
Mammal,Cercopithecidae,Macaca,nemestrina,6296.5,0
Mammal,Cercopithecidae,Macaca,nigra,6400,0
Mammal,Cercopithecidae,Macaca,nigrescens,5786.96,0
Mammal,Cercopithecidae,Macaca,ochreata,2600,0
Mammal,Cercopithecidae,Macaca,radiata,3690,0
Mammal,Cercopithecidae,Macaca,arctoides,5000,0
Mammal,Cercopithecidae,Macaca,hecki,5786.96,0
Mammal,Cercopithecidae,Macaca,pagensis,4534.66,0
Mammal,Cercopithecidae,Macaca,fascicularis,3991.5,0
Mammal,Cercopithecidae,Macaca,cyclopis,6000,0
Mammal,Cercopithecidae,Macaca,assamensis,12000,0
Mammal,Cercopithecidae,Macaca,siberu,5786.96,0
Mammal,Cercopithecidae,Macaca,silenus,4750,0
Mammal,Cercopithecidae,Macaca,tonkeana,9000,0
Mammal,Cercopithecidae,Macaca,thibetana,12000,0
Mammal,Cercopithecidae,Macaca,sylvanus,7000.03,0
Mammal,Cercopithecidae,Macaca,sinica,3590,0
Mammal,Cercopithecidae,Macaca,fuscata,10400,0
Mammal,Cercopithecidae,Cercocebus,galeritus,7835.02,0
Mammal,Cercopithecidae,Cercocebus,sanjei,8000,0
Mammal,Cercopithecidae,Cercocebus,atys,6941.24,0
Mammal,Cercopithecidae,Cercocebus,agilis,8000,0
Mammal,Cercopithecidae,Cercocebus,chrysogaster,12000,0
Mammal,Cercopithecidae,Cercocebus,torquatus,7749.97,0
Mammal,Cercopithecidae,Cercopithecus,sclateri,3375,0
Mammal,Cercopithecidae,Cercopithecus,mona,4208.33,0
Mammal,Cercopithecidae,Cercopithecus,neglectus,5479.99,0
Mammal,Cercopithecidae,Cercopithecus,nictitans,5803.34,0
Mammal,Cercopithecidae,Cercopithecus,petaurista,2774.98,0
Mammal,Cercopithecidae,Cercopithecus,pogonias,3764.96,0
Mammal,Cercopithecidae,Cercopithecus,roloway,5500,0
Mammal,Cercopithecidae,Cercopithecus,solatus,6500,0
Mammal,Cercopithecidae,Cercopithecus,wolfi,4000,0
Mammal,Cercopithecidae,Cercopithecus,mitis,5000,0
Mammal,Cercopithecidae,Cercopithecus,kandti,4291.5,0
Mammal,Cercopithecidae,Cercopithecus,preussi,5250,0
Mammal,Cercopithecidae,Cercopithecus,doggetti,4291.5,0
Mammal,Cercopithecidae,Cercopithecus,albogularis,4291.5,0
Mammal,Cercopithecidae,Cercopithecus,ascanius,3550,0
Mammal,Cercopithecidae,Cercopithecus,campbelli,4099.96,0
Mammal,Cercopithecidae,Cercopithecus,cephus,3484.98,0
Mammal,Cercopithecidae,Cercopithecus,diana,4175.03,0
Mammal,Cercopithecidae,Cercopithecus,dryas,3075,0
Mammal,Cercopithecidae,Cercopithecus,erythrogaster,2500,0
Mammal,Cercopithecidae,Cercopithecus,erythrotis,3918.33,0
Mammal,Cercopithecidae,Cercopithecus,hamlyni,6875,0
Mammal,Cercopithecidae,Cercopithecus,lhoesti,5375.02,0
Mammal,Cercopithecidae,Cercopithecus,lowei,4400,0
Mammal,Cercopithecidae,Cercopithecus,denti,4500,0
Mammal,Cercopithecidae,Chlorocebus,cynosuros,4993,0
Mammal,Cercopithecidae,Chlorocebus,sabaeus,4993,0
Mammal,Cercopithecidae,Chlorocebus,tantalus,4993,0
Mammal,Cercopithecidae,Chlorocebus,djamdjamensis,6000,0
Mammal,Cercopithecidae,Chlorocebus,aethiops,4155,0
Mammal,Cercopithecidae,Chlorocebus,pygerythrus,4993,0
Mammal,Cercopithecidae,Erythrocebus,patas,8090,0
Mammal,Cercopithecidae,Lophocebus,albigena,7690.06,0
Mammal,Cercopithecidae,Lophocebus,aterrimus,6510.37,0
Mammal,Cercopithecidae,Lophocebus,opdenboschi,7075.67,0
Mammal,Cercopithecidae,Mandrillus,leucophaeus,14999.96,0
Mammal,Cercopithecidae,Mandrillus,sphinx,18249.88,0
Mammal,Cercopithecidae,Miopithecus,talapoin,1250,0
Mammal,Cercopithecidae,Miopithecus,ogouensis,1250,0
Mammal,Cercopithecidae,Papio,cynocephalus,15822.15,0
Mammal,Cercopithecidae,Papio,ursinus,17729.44,0
Mammal,Cercopithecidae,Papio,hamadryas,21250.05,0
Mammal,Cercopithecidae,Papio,anubis,17728.56,0
Mammal,Cercopithecidae,Papio,papio,18026.05,0
Mammal,Cercopithecidae,Theropithecus,gelada,17049.83,0
Mammal,Cercopithecidae,Colobus,angolensis,9850,0
Mammal,Cercopithecidae,Colobus,guereza,10600,0
Mammal,Cercopithecidae,Colobus,polykomos,9917.45,0
Mammal,Cercopithecidae,Colobus,satanas,4319.96,0
Mammal,Cercopithecidae,Colobus,vellerosus,7700.18,0
Mammal,Cercopithecidae,Nasalis,larvatus,9000,0
Mammal,Cercopithecidae,Piliocolobus,preussi,8865.71,0
Mammal,Cercopithecidae,Piliocolobus,tholloni,8591.69,0
Mammal,Cercopithecidae,Piliocolobus,rufomitratus,8030.75,0
Mammal,Cercopithecidae,Piliocolobus,pennantii,10896,0
Mammal,Cercopithecidae,Piliocolobus,kirkii,7158.29,0
Mammal,Cercopithecidae,Piliocolobus,gordonorum,8591.69,0
Mammal,Cercopithecidae,Piliocolobus,foai,8591.69,0
Mammal,Cercopithecidae,Piliocolobus,tephrosceles,8591.69,0
Mammal,Cercopithecidae,Piliocolobus,badius,8430.4,0
Mammal,Cercopithecidae,Presbytis,frontata,6050,0
Mammal,Cercopithecidae,Presbytis,thomasi,6690,0
Mammal,Cercopithecidae,Presbytis,siamensis,5895.06,0
Mammal,Cercopithecidae,Presbytis,rubicunda,6300,0
Mammal,Cercopithecidae,Presbytis,potenziani,6450,0
Mammal,Cercopithecidae,Presbytis,natunae,6374.15,0
Mammal,Cercopithecidae,Presbytis,hosei,6500,0
Mammal,Cercopithecidae,Presbytis,femoralis,7000,0
Mammal,Cercopithecidae,Presbytis,chrysomelas,6374.15,0
Mammal,Cercopithecidae,Presbytis,comata,6250,0
Mammal,Cercopithecidae,Presbytis,melalophos,6300,0
Mammal,Cercopithecidae,Procolobus,verus,4000,0
Mammal,Cercopithecidae,Pygathrix,nigripes,10333.32,0
Mammal,Cercopithecidae,Pygathrix,nemaeus,8310,0
Mammal,Cercopithecidae,Pygathrix,cinerea,9266.6,0
Mammal,Cercopithecidae,Rhinopithecus,brelichi,12267.15,0
Mammal,Cercopithecidae,Rhinopithecus,bieti,11000.54,0
Mammal,Cercopithecidae,Rhinopithecus,avunculus,9086.19,0
Mammal,Cercopithecidae,Rhinopithecus,roxellana,13456.8,0
Mammal,Cercopithecidae,Semnopithecus,priam,10752,0
Mammal,Cercopithecidae,Semnopithecus,ajax,10752,0
Mammal,Cercopithecidae,Semnopithecus,hypoleucos,10026.65,0
Mammal,Cercopithecidae,Semnopithecus,hector,10752,0
Mammal,Cercopithecidae,Semnopithecus,entellus,11529.83,0
Mammal,Cercopithecidae,Semnopithecus,schistaceus,10752,0
Mammal,Cercopithecidae,Semnopithecus,dussumieri,10752,0
Mammal,Cercopithecidae,Simias,concolor,7393.9,0
Mammal,Cercopithecidae,Trachypithecus,geei,8350,0
Mammal,Cercopithecidae,Trachypithecus,shortridgei,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,poliocephalus,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,pileatus,11450,0
Mammal,Cercopithecidae,Trachypithecus,phayrei,8400,0
Mammal,Cercopithecidae,Trachypithecus,obscurus,6420,0
Mammal,Cercopithecidae,Trachypithecus,laotum,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,germaini,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,francoisi,7325,0
Mammal,Cercopithecidae,Trachypithecus,ebenus,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,delacouri,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,cristatus,8350,0
Mammal,Cercopithecidae,Trachypithecus,barbei,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,auratus,7100,0
Mammal,Cercopithecidae,Trachypithecus,hatinhensis,8516.46,0
Mammal,Cercopithecidae,Trachypithecus,vetulus,8830,0
Mammal,Cercopithecidae,Trachypithecus,johnii,11921,0
Mammal,Hylobatidae,Bunopithecus,hoolock,6699,0
Mammal,Hylobatidae,Hylobates,albibarbis,5692.08,0
Mammal,Hylobatidae,Hylobates,klossii,5800,0
Mammal,Hylobatidae,Hylobates,agilis,5650,0
Mammal,Hylobatidae,Hylobates,muelleri,6000,0
Mammal,Hylobatidae,Hylobates,moloch,6500,0
Mammal,Hylobatidae,Hylobates,lar,4892,0
Mammal,Hylobatidae,Hylobates,pileatus,5440,0
Mammal,Hylobatidae,Nomascus,concolor,6410.47,0
Mammal,Hylobatidae,Nomascus,siki,6850.16,0
Mammal,Hylobatidae,Nomascus,gabriellae,6850.16,0
Mammal,Hylobatidae,Nomascus,leucogenys,7320,0
Mammal,Hylobatidae,Nomascus,hainanus,6850.16,0
Mammal,Hylobatidae,Symphalangus,syndactylus,10839,0
Mammal,Hominidae,Gorilla,gorilla,131625.52,0
Mammal,Hominidae,Gorilla,beringei,149325.19,0
Mammal,Hominidae,Homo,sapiens,58540.63,0
Mammal,Hominidae,Pan,paniscus,34000.08,0
Mammal,Hominidae,Pan,troglodytes,42500,0
Mammal,Hominidae,Pongo,abelii,39696.12,0
Mammal,Hominidae,Pongo,pygmaeus,37000,0
Mammal,Tarsiidae,Tarsius,pelengensis,165,0
Mammal,Tarsiidae,Tarsius,pumilus,27.5,0
Mammal,Tarsiidae,Tarsius,sangirensis,165,0
Mammal,Tarsiidae,Tarsius,syrichta,113.5,0
Mammal,Tarsiidae,Tarsius,bancanus,94.25,0
Mammal,Tarsiidae,Tarsius,dentatus,110.42,0
Mammal,Tarsiidae,Tarsius,tarsier,168.04,0
Mammal,Aplodontiidae,Aplodontia,rufa,1003.99,0
Mammal,Sciuridae,Ratufa,affinis,1156.25,0
Mammal,Sciuridae,Ratufa,bicolor,2050,0
Mammal,Sciuridae,Ratufa,indica,1060,0
Mammal,Sciuridae,Ratufa,macroura,1327.08,0
Mammal,Sciuridae,Sciurillus,pusillus,39,0
Mammal,Sciuridae,Microsciurus,alfari,87.5,0
Mammal,Sciuridae,Microsciurus,santanderensis,99.8,0
Mammal,Sciuridae,Microsciurus,mimulus,120,0
Mammal,Sciuridae,Microsciurus,flaviventer,92,0
Mammal,Sciuridae,Rheithrosciurus,macrotis,1225,0
Mammal,Sciuridae,Sciurus,carolinensis,506.5,0
Mammal,Sciuridae,Sciurus,nayaritensis,697,0
Mammal,Sciuridae,Sciurus,niger,761.9,0
Mammal,Sciuridae,Sciurus,oculatus,649.99,0
Mammal,Sciuridae,Sciurus,variegatoides,485,0
Mammal,Sciuridae,Sciurus,vulgaris,333,0
Mammal,Sciuridae,Sciurus,colliaei,498,0
Mammal,Sciuridae,Sciurus,aureogaster,595,0
Mammal,Sciuridae,Sciurus,arizonensis,646.99,0
Mammal,Sciuridae,Sciurus,yucatanensis,225,0
Mammal,Sciuridae,Sciurus,alleni,434.5,0
Mammal,Sciuridae,Sciurus,lis,264.3,0
Mammal,Sciuridae,Sciurus,deppei,190,0
Mammal,Sciuridae,Sciurus,aberti,623.99,0
Mammal,Sciuridae,Sciurus,stramineus,433.3,0
Mammal,Sciuridae,Sciurus,richmondi,205,0
Mammal,Sciuridae,Sciurus,pucheranii,803.01,0
Mammal,Sciuridae,Sciurus,sanborni,136,0
Mammal,Sciuridae,Sciurus,gilvigularis,803.01,0
Mammal,Sciuridae,Sciurus,granatensis,250,0
Mammal,Sciuridae,Sciurus,ignitus,190,0
Mammal,Sciuridae,Sciurus,aestuans,185,0
Mammal,Sciuridae,Sciurus,anomalus,256,0
Mammal,Sciuridae,Sciurus,flammifer,4292.99,0
Mammal,Sciuridae,Sciurus,pyrrhinus,482,0
Mammal,Sciuridae,Sciurus,griseus,731,0
Mammal,Sciuridae,Sciurus,spadiceus,403.33,0
Mammal,Sciuridae,Sciurus,igniventris,700,0
Mammal,Sciuridae,Syntheosciurus,brochus,132.84,0
Mammal,Sciuridae,Tamiasciurus,hudsonicus,201.17,0
Mammal,Sciuridae,Tamiasciurus,mearnsi,231.58,0
Mammal,Sciuridae,Tamiasciurus,douglasii,225,0
Mammal,Sciuridae,Aeretes,melanopterus,753.23,0
Mammal,Sciuridae,Aeromys,thomasi,1435,0
Mammal,Sciuridae,Aeromys,tephromelas,1075,0
Mammal,Sciuridae,Belomys,pearsonii,217,0
Mammal,Sciuridae,Biswamoyopterus,biswasi,1613.3,0
Mammal,Sciuridae,Eoglaucomys,fimbriatus,510,0
Mammal,Sciuridae,Eupetaurus,cinereus,2500,0
Mammal,Sciuridae,Glaucomys,volans,63.87,0
Mammal,Sciuridae,Glaucomys,sabrinus,166,0
Mammal,Sciuridae,Hylopetes,winstoni,170.82,0
Mammal,Sciuridae,Hylopetes,spadiceus,84.25,0
Mammal,Sciuridae,Hylopetes,sipora,89.2,0
Mammal,Sciuridae,Hylopetes,platyurus,56.98,0
Mammal,Sciuridae,Hylopetes,phayrei,227,0
Mammal,Sciuridae,Hylopetes,nigripes,534,0
Mammal,Sciuridae,Hylopetes,lepidus,50,0
Mammal,Sciuridae,Hylopetes,alboniger,255.38,0
Mammal,Sciuridae,Hylopetes,bartelsi,146.63,0
Mammal,Sciuridae,Iomys,horsfieldii,155.5,0
Mammal,Sciuridae,Iomys,sipora,154.67,0
Mammal,Sciuridae,Petaurillus,hosei,21.1,0
Mammal,Sciuridae,Petaurillus,kinlochii,40,0
Mammal,Sciuridae,Petaurillus,emiliae,13.5,0
Mammal,Sciuridae,Petaurista,leucogenys,1150,0
Mammal,Sciuridae,Petaurista,alborufus,4290,0
Mammal,Sciuridae,Petaurista,elegans,997,0
Mammal,Sciuridae,Petaurista,magnificus,1475.5,0
Mammal,Sciuridae,Petaurista,petaurista,1660.13,0
Mammal,Sciuridae,Petaurista,philippensis,1676,0
Mammal,Sciuridae,Petaurista,xanthotis,1900,0
Mammal,Sciuridae,Petaurista,nobilis,2710,0
Mammal,Sciuridae,Petinomys,crinitus,113,0
Mammal,Sciuridae,Petinomys,vordermanni,40.39,0
Mammal,Sciuridae,Petinomys,setosus,38.44,0
Mammal,Sciuridae,Petinomys,sagitta,50,0
Mammal,Sciuridae,Petinomys,mindanensis,137.64,0
Mammal,Sciuridae,Petinomys,lugens,433,0
Mammal,Sciuridae,Petinomys,hageni,388,0
Mammal,Sciuridae,Petinomys,fuscocapillus,794.5,0
Mammal,Sciuridae,Petinomys,genibarbis,110,0
Mammal,Sciuridae,Pteromys,momonga,297.41,0
Mammal,Sciuridae,Pteromys,volans,143.75,0
Mammal,Sciuridae,Pteromyscus,pulverulentus,334.25,0
Mammal,Sciuridae,Trogopterus,xanthipes,744.94,0
Mammal,Sciuridae,Callosciurus,albescens,220.89,0
Mammal,Sciuridae,Callosciurus,caniceps,257,0
Mammal,Sciuridae,Callosciurus,baluensis,356,0
Mammal,Sciuridae,Callosciurus,erythraeus,280,0
